recruitNumber,name,detailLink,publishTime,catalog,workLocation
1,MIG16-算法工程师(北京）,http://hr.tencent.com/position_detail.php?id=20095&keywords=&tid=0&lid=0,2015-07-02,技术类,北京
1,OMG097-后台开发高级工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18540&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,CS-公益合作专员（深圳）,http://hr.tencent.com/position_detail.php?id=21691&keywords=&tid=0&lid=0,2015-08-21,市场类,深圳
1,OMG184-腾讯网冬奥申委官网编辑（北京）,http://hr.tencent.com/position_detail.php?id=18136&keywords=&tid=0&lid=0,2015-07-01,内容编辑类,北京
2,SNG04-企业产品BD经理（上海）,http://hr.tencent.com/position_detail.php?id=19136&keywords=&tid=0&lid=0,2015-07-01,市场类,上海
1,HY2-新终端游戏运维工程师（深圳）,http://hr.tencent.com/position_detail.php?id=12781&keywords=&tid=0&lid=0,2015-07-05,技术类,深圳
1,MIG16-LBS算法工程师(北京),http://hr.tencent.com/position_detail.php?id=13951&keywords=&tid=0&lid=0,2015-07-04,技术类,北京
1,SNG12-后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19325&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,HGJ-Legal Counsel (Technology Transactions)(Shenzhen),http://hr.tencent.com/position_detail.php?id=20371&keywords=&tid=0&lid=0,2015-07-02,职能类,深圳
2,WXG04-微信开放平台android开发高级工程师(深圳),http://hr.tencent.com/position_detail.php?id=21332&keywords=&tid=0&lid=0,2015-07-02,技术类,深圳
1,SNG11-Web前端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21870&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
2,WXG02-微信业务可靠性高级工程师（广州）,http://hr.tencent.com/position_detail.php?id=20121&keywords=&tid=0&lid=0,2015-08-21,技术类,广州
2,SNG12-腾讯云产品策划经理（深圳）,http://hr.tencent.com/position_detail.php?id=19457&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,SNG11-运营开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20655&keywords=&tid=0&lid=0,2015-07-02,技术类,深圳
1,SNG04-企业产品运营开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=12510&keywords=&tid=0&lid=0,2015-07-02,技术类,上海
1,15573-游戏美术UI视觉设计师（上海）,http://hr.tencent.com/position_detail.php?id=18634&keywords=&tid=0&lid=0,2015-07-03,设计类,上海
1,14689-创新孵化运营经理（深圳）,http://hr.tencent.com/position_detail.php?id=17776&keywords=&tid=0&lid=0,2015-07-03,产品/项目类,深圳
1,SNG06-QQ手游平台数据分析经理（深圳）,http://hr.tencent.com/position_detail.php?id=18940&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,SNG01-QQ客户端应用开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21694&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
2,15612-仙剑卡牌手游系统策划（北京）,http://hr.tencent.com/position_detail.php?id=21781&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,北京
6,OMG148-智慧城市后台开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=20496&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
3,SNG01-QQ产品运营经理（深圳）,http://hr.tencent.com/position_detail.php?id=19191&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
3,WXG07-微信广研Android终端开发工程师(广州),http://hr.tencent.com/position_detail.php?id=21419&keywords=&tid=0&lid=0,2015-08-21,技术类,广州
3,ZX1-手Q支付高级后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19935&keywords=&tid=0&lid=0,2015-07-01,技术类,深圳
1,SNG03-在线教育flash开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20909&keywords=&tid=0&lid=0,2015-07-03,技术类,深圳
2,HY2-高级运营开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=18279&keywords=&tid=0&lid=0,2015-08-21,技术类,上海
3,WXG07-微信广研ios开发工程师（广州）,http://hr.tencent.com/position_detail.php?id=20106&keywords=&tid=0&lid=0,2015-08-21,技术类,广州
1,TEG02-运营流程管理工程师（深圳）,http://hr.tencent.com/position_detail.php?id=16053&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
3,OMG064-系统测试工程师（上海）,http://hr.tencent.com/position_detail.php?id=21994&keywords=&tid=0&lid=0,2015-08-21,技术类,上海
1,MIG16-数据平台系统架构师（北京）,http://hr.tencent.com/position_detail.php?id=19940&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
2,HY2-游戏运营盒子客户端开发（上海）,http://hr.tencent.com/position_detail.php?id=21387&keywords=&tid=0&lid=0,2015-08-21,技术类,上海
5,HY1-移动终端游戏开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15720&keywords=&tid=0&lid=0,2015-07-01,技术类,深圳
2,SNG04-Android开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=19970&keywords=&tid=0&lid=0,2015-07-01,技术类,上海
1,SNG17-web前端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19799&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,SD6-资深客户端架构师(上海),http://hr.tencent.com/position_detail.php?id=17507&keywords=&tid=0&lid=0,2015-08-21,技术类,上海
2,MIG16-地图数据产品经理（北京）,http://hr.tencent.com/position_detail.php?id=22042&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,北京
2,WXG04-微信游戏高级产品策划经理(深圳),http://hr.tencent.com/position_detail.php?id=21181&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,SD13-商业化运营策划（深圳）,http://hr.tencent.com/position_detail.php?id=19986&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,MIG16-高级架构研发工程师（北京）,http://hr.tencent.com/position_detail.php?id=21866&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
1,SNG01-QQ客户端应用开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21042&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
2,HY2-游戏运营盒子客户端开发（深圳/上海）,http://hr.tencent.com/position_detail.php?id=21388&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,HY1-游戏云平台运营系统web前端工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20068&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-手游移动终端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20054&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-高级WEB开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20232&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,HY1-蜂鸟iOS客户端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20692&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,HY1-游戏系统策划（上海外派Epic公司）,http://hr.tencent.com/position_detail.php?id=20697&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,上海
1,HY1-网络加速后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20073&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,HY1-游戏云平台运营系统开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=20067&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-质量开放平台产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=20441&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
2,HY1-蜂鸟Android客户端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20693&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,HY1-游戏引擎工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19215&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
3,HY1-移动游戏测试工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15611&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY2-运营平台项目管理(上海),http://hr.tencent.com/position_detail.php?id=9483&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,上海
1,MIG09-Android WebKit内核应用工程师（深圳）,http://hr.tencent.com/position_detail.php?id=17968&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-智能玩具3D设计师（深圳）,http://hr.tencent.com/position_detail.php?id=20703&keywords=&tid=0&lid=0,2015-07-06,设计类,深圳
1,HY1-游戏开发者社区运营经理（深圳）,http://hr.tencent.com/position_detail.php?id=19587&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
1,HY1-手游数据挖掘工程师(深圳),http://hr.tencent.com/position_detail.php?id=19917&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-手游移动终端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19909&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
4,MIG03-TOS视觉设计师（深圳）,http://hr.tencent.com/position_detail.php?id=21111&keywords=&tid=0&lid=0,2015-07-06,设计类,深圳
1,HY1-研发工具高级工程师（深圳）,http://hr.tencent.com/position_detail.php?id=16090&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
1,HY1-智能玩具硬件设计工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18384&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,MIG16-LBS数据策略工程师（北京）,http://hr.tencent.com/position_detail.php?id=16109&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
2,S2-IT审计经理（深圳）,http://hr.tencent.com/position_detail.php?id=19264&keywords=&tid=0&lid=0,2015-08-21,职能类,深圳
2,HY1-移动终端互联产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=10732&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
1,SNG04-手Q同城服务产品运营经理（上海）,http://hr.tencent.com/position_detail.php?id=19783&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,上海
2,HY1-游戏后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19911&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,HY1-智能玩具移动客户端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19485&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,HY1-手游后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19847&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-公共技术测试开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19377&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-Software Architecture for Cloud Game(Shenzhen),http://hr.tencent.com/position_detail.php?id=17482&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,OMG148-汽车大区客户经理（北京）,http://hr.tencent.com/position_detail.php?id=19649&keywords=&tid=0&lid=0,2015-08-21,市场类,北京
2,OMG148-智慧城市IOS开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=20867&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
1,HY1-游戏安全服务器高级架构师（深圳）,http://hr.tencent.com/position_detail.php?id=13311&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,HY1-Android SDK emulator Senior Engineer,http://hr.tencent.com/position_detail.php?id=13305&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
4,SNG01-QQ新产品商务拓展经理（深圳）,http://hr.tencent.com/position_detail.php?id=21130&keywords=&tid=0&lid=0,2015-08-21,市场类,深圳
2,HY1-客厅娱乐项目产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=21070&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,HY1-客户端基础技术开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20072&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-游戏平台终端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19910&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
3,HY1-游戏平台产品运营（深圳）,http://hr.tencent.com/position_detail.php?id=16057&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
2,HY1-游戏音频设计师（深圳）,http://hr.tencent.com/position_detail.php?id=16348&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
1,HY2-互动娱乐游戏产品web前端开发高级工程师(上海),http://hr.tencent.com/position_detail.php?id=11811&keywords=&tid=0&lid=0,2015-08-21,技术类,上海
1,HY2-运营平台项目管理(上海),http://hr.tencent.com/position_detail.php?id=17614&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,上海
1,HY1-浏览器内核开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=16032&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-高级移动终端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=6345&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,HY1-游戏终端安全工程师（深圳）,http://hr.tencent.com/position_detail.php?id=7198&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,SNG01-QQ客户端应用开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=13554&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,OMG191-腾讯广告华北区广告销售经理(北京),http://hr.tencent.com/position_detail.php?id=21228&keywords=&tid=0&lid=0,2015-08-21,市场类,北京
2,HY08-游戏直播产品策划（深圳）,http://hr.tencent.com/position_detail.php?id=21952&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
2,ZX1-征信平台高级开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20032&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
2,HY1-沙盒游戏后台开发（深圳）,http://hr.tencent.com/position_detail.php?id=19912&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,HY1-研发管理平台高级产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=17785&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
1,HY1-手游数据分析后台开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=19169&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
2,OMG148-智慧城市Android客户端开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=20866&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
3,MIG03-无线系统测试工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20178&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,SD6-3D手游客户端主程序（上海）,http://hr.tencent.com/position_detail.php?id=21967&keywords=&tid=0&lid=0,2015-08-21,技术类,上海
1,HY1-游戏平台产品运营副总监 （深圳）,http://hr.tencent.com/position_detail.php?id=12963&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
1,HY1-研发部能力专家（深圳）,http://hr.tencent.com/position_detail.php?id=15602&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
1,HY1-游戏社区应用开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=16033&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
4,17467-营销策划高级经理（深圳）,http://hr.tencent.com/position_detail.php?id=21389&keywords=&tid=0&lid=0,2015-08-21,市场类,深圳
3,SNG06-QQ手游会员特权运营（深圳）,http://hr.tencent.com/position_detail.php?id=17517&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,16175-数据分析（深圳）,http://hr.tencent.com/position_detail.php?id=20375&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
3,MIG06-游戏平台产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=21579&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,OMG192-华北渠道经理（北京）,http://hr.tencent.com/position_detail.php?id=18230&keywords=&tid=0&lid=0,2015-08-21,市场类,北京
1,SNG02-QQ物联品牌经理（深圳）,http://hr.tencent.com/position_detail.php?id=21052&keywords=&tid=0&lid=0,2015-08-21,市场类,深圳
1,SH-商务服务主管（上海）,http://hr.tencent.com/position_detail.php?id=20903&keywords=&tid=0&lid=0,2015-08-21,职能类,上海
1,SNG01-QQ客户端应用开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=13554&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,17467-腾讯课堂品牌经理（深圳）,http://hr.tencent.com/position_detail.php?id=21176&keywords=&tid=0&lid=0,2015-08-21,市场类,深圳
1,15575-手机游戏运营策划（成都）,http://hr.tencent.com/position_detail.php?id=21560&keywords=&tid=0&lid=0,2015-07-07,产品/项目类,成都
1,SNG02-QQ物联高级产品策划经理（杭州）,http://hr.tencent.com/position_detail.php?id=20949&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,杭州
2,15611-手游3D动画特效设计师(上海),http://hr.tencent.com/position_detail.php?id=20164&keywords=&tid=0&lid=0,2015-07-06,设计类,上海
1,ZX1-QQ钱包场景拓展项目经理（深圳）,http://hr.tencent.com/position_detail.php?id=19948&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
2,ZX1-财付通测试开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21688&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
3,MIG15-android终端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19388&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
30,TEG01-客服代表（深圳）,http://hr.tencent.com/position_detail.php?id=21554&keywords=&tid=0&lid=0,2015-07-06,客户服务类,深圳
1,OMG236-交互设计师（深圳),http://hr.tencent.com/position_detail.php?id=18536&keywords=&tid=0&lid=0,2015-07-06,设计类,深圳
2,SNG12-云计算产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=19080&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,RL1-组织发展经理（深圳）,http://hr.tencent.com/position_detail.php?id=21557&keywords=&tid=0&lid=0,2015-07-07,职能类,深圳
2,WXG04-微信线下业务高级产品经理(深圳),http://hr.tencent.com/position_detail.php?id=21333&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
4,WXG04-微信游戏产品运营经理(深圳),http://hr.tencent.com/position_detail.php?id=19500&keywords=&tid=0&lid=0,2015-07-06,产品/项目类,深圳
3,15571-FPS端游前台开发工程师,http://hr.tencent.com/position_detail.php?id=9453&keywords=&tid=0&lid=0,2015-07-06,技术类,深圳
1,ORL-HRBP（深圳）,http://hr.tencent.com/position_detail.php?id=18885&keywords=&tid=0&lid=0,2015-07-06,职能类,深圳
2,15618-游戏后台开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=18114&keywords=&tid=0&lid=0,2015-07-08,技术类,上海
2,MIG13-APK安全运营开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19460&keywords=&tid=0&lid=0,2015-07-07,技术类,深圳
1,15575-手机游戏后台开发工程师(成都),http://hr.tencent.com/position_detail.php?id=9389&keywords=&tid=0&lid=0,2015-07-07,技术类,成都
2,15602-手游3D场景设计师（上海）,http://hr.tencent.com/position_detail.php?id=20942&keywords=&tid=0&lid=0,2015-07-07,设计类,上海
1,ZX1-财付通金融合作经理（深圳）,http://hr.tencent.com/position_detail.php?id=17469&keywords=&tid=0&lid=0,2015-07-08,市场类,深圳
2,WXG04-微信游戏产品策划经理(深圳),http://hr.tencent.com/position_detail.php?id=21180&keywords=&tid=0&lid=0,2015-07-07,产品/项目类,深圳
1,TEG05-安全产品运营经理(深圳),http://hr.tencent.com/position_detail.php?id=21112&keywords=&tid=0&lid=0,2015-07-07,产品/项目类,深圳
2,OMG184-腾讯网移动终端andriod工程师（北京）,http://hr.tencent.com/position_detail.php?id=21608&keywords=&tid=0&lid=0,2015-07-08,技术类,北京
1,S2-资产管理经理（深圳）,http://hr.tencent.com/position_detail.php?id=20004&keywords=&tid=0&lid=0,2015-07-08,职能类,深圳
1,SD13-移动游戏游戏性与数据分析运营策划(深圳）,http://hr.tencent.com/position_detail.php?id=16755&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,15618-游戏美术3D角色设计师（上海）,http://hr.tencent.com/position_detail.php?id=18864&keywords=&tid=0&lid=0,2015-07-09,设计类,上海
1,WXG02-微信自然语言处理研发工程师（北京）,http://hr.tencent.com/position_detail.php?id=17314&keywords=&tid=0&lid=0,2015-07-07,技术类,北京
1,HY1-智能玩具专项测试工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20731&keywords=&tid=0&lid=0,2015-07-07,技术类,深圳
1,HY1-IOS开发工程师(上海）,http://hr.tencent.com/position_detail.php?id=21433&keywords=&tid=0&lid=0,2015-08-21,技术类,上海
2,16810-互娱漫画责任编辑（北京）,http://hr.tencent.com/position_detail.php?id=18033&keywords=&tid=0&lid=0,2015-07-08,内容编辑类,北京
1,OMG064-C++后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=14055&keywords=&tid=0&lid=0,2015-07-08,技术类,深圳
4,SNG01-手机QQ-iOS开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18835&keywords=&tid=0&lid=0,2015-07-08,技术类,深圳
1,HY1-电视游戏平台产品运营经理（深圳）,http://hr.tencent.com/position_detail.php?id=21094&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
5,WXG03-微信开放平台产品经理（广州）,http://hr.tencent.com/position_detail.php?id=15660&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,广州
1,HY1-蜂鸟高级项目经理（深圳）,http://hr.tencent.com/position_detail.php?id=20690&keywords=&tid=0&lid=0,2015-07-09,产品/项目类,深圳
2,15605-海外运营经理,http://hr.tencent.com/position_detail.php?id=21619&keywords=&tid=0&lid=0,2015-07-09,产品/项目类,深圳
1,RP-高级招聘经理(北京),http://hr.tencent.com/position_detail.php?id=21566&keywords=&tid=0&lid=0,2015-07-07,职能类,北京
3,WXG07-微信电话本视觉设计师（成都）,http://hr.tencent.com/position_detail.php?id=19036&keywords=&tid=0&lid=0,2015-07-07,设计类,成都
1,SA-广告策划包装运营经理（上海）,http://hr.tencent.com/position_detail.php?id=19809&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,上海
1,16811-影视平台交互设计师（深圳）,http://hr.tencent.com/position_detail.php?id=21855&keywords=&tid=0&lid=0,2015-08-21,设计类,深圳
1,HY1-智能玩具高级项目经理（深圳）,http://hr.tencent.com/position_detail.php?id=21616&keywords=&tid=0&lid=0,2015-07-08,产品/项目类,深圳
3,MIG03-大屏浏览器测试工程师（北京）,http://hr.tencent.com/position_detail.php?id=18447&keywords=&tid=0&lid=0,2015-07-08,技术类,北京
1,OMG097-PHP后台开发工程师(北京),http://hr.tencent.com/position_detail.php?id=17299&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
1,SNG12-商务拓展经理（北京）,http://hr.tencent.com/position_detail.php?id=20950&keywords=&tid=0&lid=0,2015-08-21,市场类,北京
1,S2-业务审计及风险管理经理（深圳）,http://hr.tencent.com/position_detail.php?id=15365&keywords=&tid=0&lid=0,2015-08-21,职能类,北京
2,FWZ-高级法律顾问（深圳）,http://hr.tencent.com/position_detail.php?id=21359&keywords=&tid=0&lid=0,2015-07-09,职能类,深圳
1,HY4-互娱运维工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18793&keywords=&tid=0&lid=0,2015-07-09,技术类,深圳
1,TEG05-Android开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21445&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,WXG01-微信终端合作产品运营经理（广州）,http://hr.tencent.com/position_detail.php?id=21875&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,广州
1,HY1-Web前端开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=21005&keywords=&tid=0&lid=0,2015-07-08,技术类,深圳
1,WXG06-微信支付品牌视觉设计师（深圳）,http://hr.tencent.com/position_detail.php?id=20520&keywords=&tid=0&lid=0,2015-08-21,设计类,深圳
1,WXG07-微信广研视觉设计师（广州）,http://hr.tencent.com/position_detail.php?id=17944&keywords=&tid=0&lid=0,2015-08-21,设计类,广州
1,HY1-手游U3D开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21427&keywords=&tid=0&lid=0,2015-07-09,技术类,深圳
1,15605-日语商务翻译,http://hr.tencent.com/position_detail.php?id=21620&keywords=&tid=0&lid=0,2015-07-09,市场类,深圳
3,SNG12-商务拓展经理（上海）,http://hr.tencent.com/position_detail.php?id=21151&keywords=&tid=0&lid=0,2015-08-21,市场类,上海
1,13551-移动游戏高级运营经理（深圳）,http://hr.tencent.com/position_detail.php?id=19879&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,MIG04-渠道运营项目经理（深圳）,http://hr.tencent.com/position_detail.php?id=19258&keywords=&tid=0&lid=0,2015-07-08,产品/项目类,深圳
1,15614-客户端高级工程师（上海）,http://hr.tencent.com/position_detail.php?id=21493&keywords=&tid=0&lid=0,2015-08-21,技术类,上海
2,SD6-客户端开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=5319&keywords=&tid=0&lid=0,2015-07-12,技术类,上海
5,SNG12-计算平台研发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19753&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,SA-微信广告高级数据工程师（广州）,http://hr.tencent.com/position_detail.php?id=21527&keywords=&tid=0&lid=0,2015-08-21,技术类,广州
1,15570-九龙战（ARPG竞技手游）手游引擎开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=17354&keywords=&tid=0&lid=0,2015-07-09,技术类,深圳
2,WXG06-微信支付产品高级运营经理(广州),http://hr.tencent.com/position_detail.php?id=20519&keywords=&tid=0&lid=0,2015-07-09,产品/项目类,广州
1,MIG16-地图后台开发工程师(北京),http://hr.tencent.com/position_detail.php?id=20248&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
2,MIG06-移动应用平台内容产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=21348&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
4,SNG03-QQ iOS高级开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=16602&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,OMG096-后台开发工程师(北京),http://hr.tencent.com/position_detail.php?id=21122&keywords=&tid=0&lid=0,2015-08-21,技术类,北京
3,WXG04-微信游戏数据分析挖掘高级工程师（广州）,http://hr.tencent.com/position_detail.php?id=19496&keywords=&tid=0&lid=0,2015-07-11,技术类,广州
2,SNG12-游戏商务拓展经理（上海）,http://hr.tencent.com/position_detail.php?id=21217&keywords=&tid=0&lid=0,2015-07-10,市场类,上海
2,OMG231-高级产品经理（北京）,http://hr.tencent.com/position_detail.php?id=21483&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,北京
4,ZX1-金融数据体系分析师（深圳）,http://hr.tencent.com/position_detail.php?id=21801&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,HY1-游戏测试工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18725&keywords=&tid=0&lid=0,2015-07-08,技术类,深圳
4,SNG11-数据挖掘工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21758&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,OMG236-客厅后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18846&keywords=&tid=0&lid=0,2015-08-21,技术类,深圳
1,16265-工作室游戏引擎组组长（上海）,http://hr.tencent.com/position_detail.php?id=19964&keywords=&tid=0&lid=0,2015-07-10,技术类,上海
1,OMG148-智慧城市测试工程师（北京）,http://hr.tencent.com/position_detail.php?id=20885&keywords=&tid=0&lid=0,2015-07-10,技术类,北京
1,SNG06-QQ会员生活特权产品运营经理（深圳）,http://hr.tencent.com/position_detail.php?id=21488&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
1,16175-海外游戏品牌经理（深圳）,http://hr.tencent.com/position_detail.php?id=20378&keywords=&tid=0&lid=0,2015-08-21,产品/项目类,深圳
