recruitNumber,name,detailLink,publishTime,catalog,workLocation
1,15612-仙剑卡牌手游后台开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=19658&keywords=&tid=0&lid=0,2015-08-24,技术类,北京
2,15570-御龙移动版（RPG手游）系统策划（深圳）,http://hr.tencent.com/position_detail.php?id=18024&keywords=&tid=0&lid=0,2015-06-09,产品/项目类,深圳
1,15570-御龙在天游戏美术GUI设计师（深圳）,http://hr.tencent.com/position_detail.php?id=17189&keywords=&tid=0&lid=0,2015-06-09,设计类,深圳
1,15570-御龙在天美术3D动作设计师（深圳）,http://hr.tencent.com/position_detail.php?id=21199&keywords=&tid=0&lid=0,2015-06-09,设计类,深圳
1,HY1-质量开放平台产品运营经理(上海）,http://hr.tencent.com/position_detail.php?id=19585&keywords=&tid=0&lid=0,2015-06-06,产品/项目类,上海
1,15581-欢乐手游unity开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18729&keywords=&tid=0&lid=0,2015-06-05,技术类,深圳
1,15575-手机游戏3D场景设计师（成都）,http://hr.tencent.com/position_detail.php?id=15916&keywords=&tid=0&lid=0,2015-06-04,设计类,成都
2,SNG02-音视频云高级产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=22020&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
3,MIG16-路宝iOS开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=17662&keywords=&tid=0&lid=0,2015-08-24,技术类,北京
1,SNG07-企业QQ系统测试工程师（上海）,http://hr.tencent.com/position_detail.php?id=17442&keywords=&tid=0&lid=0,2015-08-24,技术类,上海
1,15612-仙剑RPG手游原画设计师（北京）,http://hr.tencent.com/position_detail.php?id=18497&keywords=&tid=0&lid=0,2015-08-24,设计类,北京
1,15570-御龙在天游戏美术3D游戏特效设计师（深圳）,http://hr.tencent.com/position_detail.php?id=20344&keywords=&tid=0&lid=0,2015-06-09,设计类,深圳
2,15570-御龙在天游戏直播后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21189&keywords=&tid=0&lid=0,2015-06-09,技术类,深圳
1,RL0-企业文化与员工关系专员(深圳),http://hr.tencent.com/position_detail.php?id=21229&keywords=&tid=0&lid=0,2015-06-09,职能类,深圳
2,WXG03-微信开放平台自然语言算法工程师（广州）,http://hr.tencent.com/position_detail.php?id=18473&keywords=&tid=0&lid=0,2015-06-08,技术类,广州
2,MIG15-传感器算法高级软件工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20987&keywords=&tid=0&lid=0,2015-06-08,技术类,深圳
1,15573-移动终端游戏开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=21200&keywords=&tid=0&lid=0,2015-06-05,技术类,深圳
6,16658-渠道合作经理（深圳）,http://hr.tencent.com/position_detail.php?id=20621&keywords=&tid=0&lid=0,2015-06-05,产品/项目类,深圳
2,15575-手机游戏UI设计师（成都）,http://hr.tencent.com/position_detail.php?id=19634&keywords=&tid=0&lid=0,2015-06-04,设计类,成都
1,15573-手游数值策划（深圳）,http://hr.tencent.com/position_detail.php?id=21192&keywords=&tid=0&lid=0,2015-06-04,产品/项目类,深圳
1,HY1-游戏前台基础技术研发副总监（深圳）,http://hr.tencent.com/position_detail.php?id=9561&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,HY1-公共技术服务器研发工程师(深圳),http://hr.tencent.com/position_detail.php?id=5930&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,HY1-质量开放平台移动客户端开发(上海),http://hr.tencent.com/position_detail.php?id=10831&keywords=&tid=0&lid=0,2015-08-24,技术类,上海
2,15570-御龙移动版（RPG手游）剧情策划（深圳）师（深圳）,http://hr.tencent.com/position_detail.php?id=16698&keywords=&tid=0&lid=0,2015-06-09,产品/项目类,深圳
1,15570-御龙移动版（RPG手游）手游后台高级开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15157&keywords=&tid=0&lid=0,2015-06-09,技术类,深圳
2,15570-御龙在天游戏前台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15841&keywords=&tid=0&lid=0,2015-06-09,技术类,深圳
2,WXG04-微信开放平台ios开发工程师(广州),http://hr.tencent.com/position_detail.php?id=21236&keywords=&tid=0&lid=0,2015-06-09,技术类,广州
1,RL3-组织发展主管（深圳）,http://hr.tencent.com/position_detail.php?id=21171&keywords=&tid=0&lid=0,2015-06-04,职能类,深圳
1,RL0-HRBP（北京）,http://hr.tencent.com/position_detail.php?id=20931&keywords=&tid=0&lid=0,2015-06-03,职能类,北京
2,15570-御龙在天游戏美术3D美术技术美术（深圳）,http://hr.tencent.com/position_detail.php?id=15129&keywords=&tid=0&lid=0,2015-06-09,设计类,深圳
1,15570-御龙在天美术3D场景设计师（深圳）,http://hr.tencent.com/position_detail.php?id=19017&keywords=&tid=0&lid=0,2015-06-09,设计类,深圳
4,13551-移动游戏本地化运营策划（深圳）,http://hr.tencent.com/position_detail.php?id=19953&keywords=&tid=0&lid=0,2015-06-08,产品/项目类,深圳
2,15572-arpg3D角色设计师（深圳）,http://hr.tencent.com/position_detail.php?id=20017&keywords=&tid=0&lid=0,2015-06-08,设计类,深圳
2,15570-游戏前台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15851&keywords=&tid=0&lid=0,2015-06-09,技术类,深圳
2,ZX1-高级产品运营经理（微粒贷）,http://hr.tencent.com/position_detail.php?id=20153&keywords=&tid=0&lid=0,2015-06-08,产品/项目类,深圳
1,OMG184-腾讯网体育频道翻译（北京）,http://hr.tencent.com/position_detail.php?id=19722&keywords=&tid=0&lid=0,2015-08-24,内容编辑类,北京
2,HY1-游戏平台产品客户端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=11696&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,TEG02-运营开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21887&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
4,SNG02-公共组件后台开发高级工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15533&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,MIG18-开放平台前端开发工程师,http://hr.tencent.com/position_detail.php?id=22052&keywords=&tid=0&lid=0,2015-08-24,技术类,北京
2,GY0-软件系统测试工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21899&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,SNG01-QQ项目经理（深圳）,http://hr.tencent.com/position_detail.php?id=21444&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
2,HY1-Android开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=19106&keywords=&tid=0&lid=0,2015-08-24,技术类,上海
2,TEG03-高级数据分析工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21467&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
3,HY1-质量开放平台运营经理(上海),http://hr.tencent.com/position_detail.php?id=16703&keywords=&tid=0&lid=0,2015-08-24,技术类,上海
2,ZX1-web前端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20412&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,HY1-高级网页设计师(深圳),http://hr.tencent.com/position_detail.php?id=13477&keywords=&tid=0&lid=0,2015-08-24,设计类,深圳
3,HY1-移动游戏专项技术工程师（上海）,http://hr.tencent.com/position_detail.php?id=15610&keywords=&tid=0&lid=0,2015-08-24,技术类,上海
1,HY1-测试开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=19105&keywords=&tid=0&lid=0,2015-08-24,技术类,上海
1,15456-资深Android图形系统软件工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21849&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
2,MIG06-前端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20992&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
2,OMG097-腾讯视频运维工程师（天津）,http://hr.tencent.com/position_detail.php?id=17346&keywords=&tid=0&lid=0,2015-08-24,技术类,天津
2,HY1-公共技术客户端开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=9576&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,HY1-运营系统后台开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=15231&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,WXG01-微信搜索产品策划（广州）,http://hr.tencent.com/position_detail.php?id=21307&keywords=&tid=0&lid=0,2015-06-15,产品/项目类,广州
1,16811-授权经理（深圳）,http://hr.tencent.com/position_detail.php?id=20656&keywords=&tid=0&lid=0,2015-06-10,市场类,深圳
1,HY1-游戏引擎工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21293&keywords=&tid=0&lid=0,2015-06-15,技术类,深圳
1,MIG12-高级数据分析经理（深圳）,http://hr.tencent.com/position_detail.php?id=12799&keywords=&tid=0&lid=0,2015-06-11,产品/项目类,深圳
4,SNG16-QQ音乐后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21294&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
5,OMG231-腾讯网新闻后台开发高级工程师（北京）,http://hr.tencent.com/position_detail.php?id=20396&keywords=&tid=0&lid=0,2015-08-24,技术类,北京
1,HY1-智能玩具外观与结构设计师（深圳）,http://hr.tencent.com/position_detail.php?id=18719&keywords=&tid=0&lid=0,2015-08-24,设计类,深圳
1,17759-腾讯视频商业化中心广告数据分析（北京）,http://hr.tencent.com/position_detail.php?id=21424&keywords=&tid=0&lid=0,2015-08-24,市场类,北京
2,HY1-公共技术产品运营经理（深圳）,http://hr.tencent.com/position_detail.php?id=15140&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
1,HY1-众测平台产品运营策划（上海）,http://hr.tencent.com/position_detail.php?id=15782&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,上海
1,14914-集团品牌管理高级经理（深圳）,http://hr.tencent.com/position_detail.php?id=17441&keywords=&tid=0&lid=0,2015-06-15,市场类,深圳
1,15665-手机游戏客户端开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=18345&keywords=&tid=0&lid=0,2015-06-15,技术类,深圳
2,15570-九龙战（ARPG竞技手游）手游高级开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=17352&keywords=&tid=0&lid=0,2015-06-10,技术类,深圳
5,15570-九龙战（ARPG竞技手游）数值策划（深圳）,http://hr.tencent.com/position_detail.php?id=17466&keywords=&tid=0&lid=0,2015-06-10,产品/项目类,深圳
2,HY1-质量开放平台运营经理（上海）,http://hr.tencent.com/position_detail.php?id=19946&keywords=&tid=0&lid=0,2015-06-14,产品/项目类,上海
1,OMG064-产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=21261&keywords=&tid=0&lid=0,2015-06-12,产品/项目类,深圳
1,OMG231-腾讯网微博内容编辑（北京）,http://hr.tencent.com/position_detail.php?id=18216&keywords=&tid=0&lid=0,2015-06-12,内容编辑类,北京
2,15456-资深智能设备算法工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19544&keywords=&tid=0&lid=0,2015-06-10,技术类,深圳
3,15570-九龙战（ARPG竞技手游）后台高级工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18679&keywords=&tid=0&lid=0,2015-06-10,技术类,深圳
1,15569-QQ飞车高级机械原画设计师（深圳）,http://hr.tencent.com/position_detail.php?id=21253&keywords=&tid=0&lid=0,2015-06-10,设计类,深圳
1,TEG13-数据分析工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21914&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
2,SNG11-数据运维工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21980&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,HY1-游戏组件客户端开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=16814&keywords=&tid=0&lid=0,2015-08-24,技术类,上海
2,XZ-部门秘书（广州）,http://hr.tencent.com/position_detail.php?id=19032&keywords=&tid=0&lid=0,2015-06-15,职能类,广州
3,13551-高级游戏宣传企划（深圳）,http://hr.tencent.com/position_detail.php?id=21287&keywords=&tid=0&lid=0,2015-06-15,产品/项目类,深圳
2,13551-移动游戏数据分析（深圳）,http://hr.tencent.com/position_detail.php?id=20113&keywords=&tid=0&lid=0,2015-06-10,产品/项目类,深圳
3,15570-九龙战（ARPG竞技手游）后台开发（深圳）,http://hr.tencent.com/position_detail.php?id=18675&keywords=&tid=0&lid=0,2015-06-10,技术类,深圳
2,15570-九龙战（ARPG竞技手游）手游开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=14918&keywords=&tid=0&lid=0,2015-06-10,技术类,深圳
1,15612-手游2D美术设计师（深圳）,http://hr.tencent.com/position_detail.php?id=20541&keywords=&tid=0&lid=0,2015-06-12,设计类,深圳
2,ZX1-财付通跨境业务开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=21039&keywords=&tid=0&lid=0,2015-06-15,技术类,深圳
1,MIG16-导航路网数据开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=20773&keywords=&tid=0&lid=0,2015-06-13,技术类,北京
1,16811-影视商务经理（深圳）,http://hr.tencent.com/position_detail.php?id=20447&keywords=&tid=0&lid=0,2015-06-10,市场类,深圳
4,16658-移动游戏运营策划（深圳）,http://hr.tencent.com/position_detail.php?id=20600&keywords=&tid=0&lid=0,2015-06-10,产品/项目类,深圳
2,15572-3D特效设计师(深圳),http://hr.tencent.com/position_detail.php?id=20475&keywords=&tid=0&lid=0,2015-06-10,设计类,深圳
2,WXG06-微信支付应用产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=21741&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
1,TEG10-WEB前端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21787&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,OMG236-高级测试工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19889&keywords=&tid=0&lid=0,2015-06-15,技术类,深圳
3,HY1-测试开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=20733&keywords=&tid=0&lid=0,2015-06-15,技术类,深圳
2,15570-九龙战（ARPG竞技手游）手游高级引擎开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18767&keywords=&tid=0&lid=0,2015-06-10,技术类,深圳
2,SNG03-手机QQ高级android开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19968&keywords=&tid=0&lid=0,2015-06-12,技术类,深圳
1,OMG097-IOS终端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20965&keywords=&tid=0&lid=0,2015-06-12,技术类,深圳
1,HY4-互娱美术制作人（深圳）,http://hr.tencent.com/position_detail.php?id=20721&keywords=&tid=0&lid=0,2015-06-11,设计类,深圳
1,HY-企业文化（深圳）,http://hr.tencent.com/position_detail.php?id=21262&keywords=&tid=0&lid=0,2015-06-10,职能类,深圳
2,15569-移动游戏高级研发策划（深圳）,http://hr.tencent.com/position_detail.php?id=21254&keywords=&tid=0&lid=0,2015-06-10,产品/项目类,深圳
2,15570-视觉设计师（深圳）,http://hr.tencent.com/position_detail.php?id=21274&keywords=&tid=0&lid=0,2015-06-15,设计类,深圳
2,13551-高级游戏研究经理（深圳）,http://hr.tencent.com/position_detail.php?id=21286&keywords=&tid=0&lid=0,2015-06-15,产品/项目类,深圳
3,15570-九龙战（ARPG竞技手游）剧情策划（深圳）,http://hr.tencent.com/position_detail.php?id=19412&keywords=&tid=0&lid=0,2015-06-10,产品/项目类,深圳
5,15570-九龙战（ARPG竞技手游）系统策划（深圳）,http://hr.tencent.com/position_detail.php?id=18584&keywords=&tid=0&lid=0,2015-06-10,产品/项目类,深圳
1,ZX1-理财通视觉设计师（深圳）,http://hr.tencent.com/position_detail.php?id=20768&keywords=&tid=0&lid=0,2015-06-10,设计类,深圳
1,HY1-竞技类游戏测试工程师（成都）,http://hr.tencent.com/position_detail.php?id=21290&keywords=&tid=0&lid=0,2015-06-15,技术类,成都
5,SNG10-视觉设计组长（深圳）,http://hr.tencent.com/position_detail.php?id=18606&keywords=&tid=0&lid=0,2015-06-09,设计类,深圳
2,OMG096-腾讯网手游联运专员（北京）,http://hr.tencent.com/position_detail.php?id=22067&keywords=&tid=0&lid=0,2015-08-24,内容编辑类,北京
1,TEG03-前台开发高级工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15483&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,SD6-资深游戏策划(上海),http://hr.tencent.com/position_detail.php?id=21826&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,上海
1,FWZ-诉讼律师（深圳）,http://hr.tencent.com/position_detail.php?id=20222&keywords=&tid=0&lid=0,2015-08-24,职能类,深圳
2,15712-互娱视觉设计师（深圳）,http://hr.tencent.com/position_detail.php?id=21886&keywords=&tid=0&lid=0,2015-08-24,设计类,深圳
2,TEG02-网络系统架构师（深圳）,http://hr.tencent.com/position_detail.php?id=21093&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
4,TEG12-高级运营系统开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15368&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,OMG193-效果广告营销策划经理（上海）,http://hr.tencent.com/position_detail.php?id=22070&keywords=&tid=0&lid=0,2015-08-24,市场类,上海
2,TEG06-后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20604&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
3,TEG11-自然语言研究员(深圳）,http://hr.tencent.com/position_detail.php?id=19491&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
2,MIG06-移动应用平台项目经理（深圳）,http://hr.tencent.com/position_detail.php?id=21724&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
1,SNG12-虚拟网络研发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19793&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,OMG148-大苏网生活频道主编（南京）,http://hr.tencent.com/position_detail.php?id=22068&keywords=&tid=0&lid=0,2015-08-24,内容编辑类,南京
3,SNG11-数据分析师（深圳）,http://hr.tencent.com/position_detail.php?id=20633&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
2,SNG16-QQ音乐社区产品策划经理（深圳）,http://hr.tencent.com/position_detail.php?id=21871&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
2,MIG06-应用宝客户端高级运营经理（深圳）,http://hr.tencent.com/position_detail.php?id=20126&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
1,TEG05-后台高级开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18874&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
6,SNG03-在线教育C/C++后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21184&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,OMG236-android开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=21540&keywords=&tid=0&lid=0,2015-08-24,技术类,北京
1,SNG02-QQ物联web前端开发工程师(杭州),http://hr.tencent.com/position_detail.php?id=22064&keywords=&tid=0&lid=0,2015-08-24,技术类,杭州
1,HY2-视觉设计师（深圳）,http://hr.tencent.com/position_detail.php?id=19299&keywords=&tid=0&lid=0,2015-08-24,设计类,深圳
1,WXG06-微信支付国际支付产品经理（深圳）,http://hr.tencent.com/position_detail.php?id=21102&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
1,16078-产品运营经理(深圳),http://hr.tencent.com/position_detail.php?id=22071&keywords=&tid=0&lid=0,2015-08-24,产品/项目类,深圳
3,TEG03-IOS开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21682&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
2,OMG236-视频推荐后台开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=22066&keywords=&tid=0&lid=0,2015-08-24,技术类,北京
1,OMG193-效果广告营销策划经理（北京）,http://hr.tencent.com/position_detail.php?id=22069&keywords=&tid=0&lid=0,2015-08-24,市场类,北京
3,SNG16-QQ音乐后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=16416&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
6,HY1-数据分析工程师（深圳）,http://hr.tencent.com/position_detail.php?id=20910&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
2,OMG191-互动运营经理（广州）,http://hr.tencent.com/position_detail.php?id=22063&keywords=&tid=0&lid=0,2015-08-24,市场类,广州
1,OMG232-腾讯网娱乐音乐频道副主编（北京）,http://hr.tencent.com/position_detail.php?id=21259&keywords=&tid=0&lid=0,2015-08-24,内容编辑类,北京
1,15618-手游高级客户端开发工程师（上海）,http://hr.tencent.com/position_detail.php?id=12831&keywords=&tid=0&lid=0,2015-06-18,技术类,上海
1,RL-企业文化主管（深圳）,http://hr.tencent.com/position_detail.php?id=21370&keywords=&tid=0&lid=0,2015-06-18,职能类,深圳
1,HGJ-高级法律顾问（深圳）,http://hr.tencent.com/position_detail.php?id=20295&keywords=&tid=0&lid=0,2015-06-18,职能类,深圳
5,SA-广告数据分析师（北京）,http://hr.tencent.com/position_detail.php?id=21018&keywords=&tid=0&lid=0,2015-06-17,技术类,北京
2,HY2-云平台Python高级开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19001&keywords=&tid=0&lid=0,2015-06-18,技术类,深圳
1,MIG18-新媒体互动传播经理（深圳）,http://hr.tencent.com/position_detail.php?id=18090&keywords=&tid=0&lid=0,2015-06-18,市场类,深圳
3,RL-高级培训经理（深圳）,http://hr.tencent.com/position_detail.php?id=21365&keywords=&tid=0&lid=0,2015-06-18,职能类,深圳
2,WXG04-微信游戏IOS客户端开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=21350&keywords=&tid=0&lid=0,2015-06-18,技术类,深圳
1,OMG193-广告产品策划（北京）,http://hr.tencent.com/position_detail.php?id=19462&keywords=&tid=0&lid=0,2015-06-18,市场类,北京
2,WXG04-微信开放平台ios开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=21329&keywords=&tid=0&lid=0,2015-06-16,技术类,深圳
4,ZX1-财付通技术支持开发（深圳）,http://hr.tencent.com/position_detail.php?id=5401&keywords=&tid=0&lid=0,2015-06-17,技术类,深圳
2,WXG04-微信硬件IOS开发高级工程师(深圳),http://hr.tencent.com/position_detail.php?id=21354&keywords=&tid=0&lid=0,2015-06-18,技术类,深圳
1,OMG184-NBA商务编辑-项目经理(北京）,http://hr.tencent.com/position_detail.php?id=19708&keywords=&tid=0&lid=0,2015-06-18,内容编辑类,北京
1,OMG184-腾讯网体育频道篮球编辑（北京）,http://hr.tencent.com/position_detail.php?id=18666&keywords=&tid=0&lid=0,2015-06-18,内容编辑类,北京
1,WXG01-微信数据分析工程师（广州）,http://hr.tencent.com/position_detail.php?id=21321&keywords=&tid=0&lid=0,2015-06-16,技术类,广州
1,15572-ARPG/MOBA AI系统策划（深圳）,http://hr.tencent.com/position_detail.php?id=19424&keywords=&tid=0&lid=0,2015-06-16,产品/项目类,深圳
1,WXG03-微信开放平台后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=15363&keywords=&tid=0&lid=0,2015-06-17,技术类,深圳
1,SNG12-商务拓展经理（上海）,http://hr.tencent.com/position_detail.php?id=17991&keywords=&tid=0&lid=0,2015-06-18,市场类,上海
4,MIG07-客户端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=16680&keywords=&tid=0&lid=0,2015-06-18,技术类,深圳
1,RL-企业文化主管（北京）,http://hr.tencent.com/position_detail.php?id=21371&keywords=&tid=0&lid=0,2015-06-18,职能类,北京
3,OMG184-腾讯网体育频道值班编辑（北京）,http://hr.tencent.com/position_detail.php?id=19716&keywords=&tid=0&lid=0,2015-06-18,内容编辑类,北京
1,OMG193-腾讯广告汽车行业策划经理（北京）,http://hr.tencent.com/position_detail.php?id=16307&keywords=&tid=0&lid=0,2015-06-18,市场类,北京
1,WXG01-微信搜索数据分析挖掘高级工程师（深圳）,http://hr.tencent.com/position_detail.php?id=21311&keywords=&tid=0&lid=0,2015-06-15,技术类,深圳
3,HY1-移动游戏测试经理（上海）,http://hr.tencent.com/position_detail.php?id=15607&keywords=&tid=0&lid=0,2015-06-17,技术类,上海
1,15618-手游系统策划（上海）,http://hr.tencent.com/position_detail.php?id=19255&keywords=&tid=0&lid=0,2015-06-18,产品/项目类,上海
2,WXG04-微信开放平台后台开发工程师(深圳),http://hr.tencent.com/position_detail.php?id=21328&keywords=&tid=0&lid=0,2015-06-17,技术类,深圳
2,WXG04-微信手游社区产品策划经理(深圳),http://hr.tencent.com/position_detail.php?id=21349&keywords=&tid=0&lid=0,2015-06-18,产品/项目类,深圳
2,WXG04-微信游戏IOS客户端开发工程师(广州),http://hr.tencent.com/position_detail.php?id=21351&keywords=&tid=0&lid=0,2015-06-18,技术类,广州
1,OMG08-腾讯视频市场推广经理（北京）,http://hr.tencent.com/position_detail.php?id=18168&keywords=&tid=0&lid=0,2015-06-18,市场类,北京
1,OMG184-腾讯网体育频道专题编辑（北京）,http://hr.tencent.com/position_detail.php?id=19725&keywords=&tid=0&lid=0,2015-06-18,内容编辑类,北京
2,WXG04-微信开放平台ios开发高级工程师(深圳),http://hr.tencent.com/position_detail.php?id=21330&keywords=&tid=0&lid=0,2015-06-16,技术类,深圳
4,WXG06-微信支付商户组件后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19820&keywords=&tid=0&lid=0,2015-06-17,技术类,深圳
2,WXG04-微信游戏智能推荐产品策划经理(深圳),http://hr.tencent.com/position_detail.php?id=21356&keywords=&tid=0&lid=0,2015-06-18,产品/项目类,深圳
1,OMG184-NBA商务编辑-招商经理(北京）,http://hr.tencent.com/position_detail.php?id=19707&keywords=&tid=0&lid=0,2015-06-18,内容编辑类,北京
2,OMG184-腾讯网体育频道社交产品运营（北京）,http://hr.tencent.com/position_detail.php?id=19720&keywords=&tid=0&lid=0,2015-06-18,产品/项目类,北京
1,OMG097-数据挖掘工程师(深圳),http://hr.tencent.com/position_detail.php?id=20102&keywords=&tid=0&lid=0,2015-06-16,技术类,深圳
2,13551-移动游戏活动及推广策划（深圳）,http://hr.tencent.com/position_detail.php?id=20186&keywords=&tid=0&lid=0,2015-06-17,产品/项目类,深圳
1,HGJ-Legal Counsel (Technology Transactions)(Shanghai),http://hr.tencent.com/position_detail.php?id=20372&keywords=&tid=0&lid=0,2015-06-18,职能类,上海
2,WXG04-微信测试工程师(深圳),http://hr.tencent.com/position_detail.php?id=21544&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,SNG02-QQ物联终端开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=22061&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
1,WXG01-微信朋友圈产品经理（广州）,http://hr.tencent.com/position_detail.php?id=21309&keywords=&tid=0&lid=0,2015-06-15,产品/项目类,广州
3,WXG01-微信前端重构工程师(广州),http://hr.tencent.com/position_detail.php?id=21305&keywords=&tid=0&lid=0,2015-06-15,设计类,广州
1,SD6-次世代MMO动画师（上海）,http://hr.tencent.com/position_detail.php?id=15560&keywords=&tid=0&lid=0,2015-08-24,设计类,上海
2,14914-高级公关经理,http://hr.tencent.com/position_detail.php?id=21318&keywords=&tid=0&lid=0,2015-08-24,,深圳
1,OMG184-腾讯网后台开发工程师（北京）,http://hr.tencent.com/position_detail.php?id=21606&keywords=&tid=0&lid=0,2015-08-24,技术类,北京
5,SNG02-QQ接入平台后台开发工程师（深圳）,http://hr.tencent.com/position_detail.php?id=19444&keywords=&tid=0&lid=0,2015-08-23,技术类,深圳
2,SNG11-后台安全工程师（深圳）,http://hr.tencent.com/position_detail.php?id=18173&keywords=&tid=0&lid=0,2015-08-24,技术类,深圳
